65.60,2023-01-22T09:59:09.881
65.83,2023-01-22T10:59:09.976
64.45,2023-01-22T11:59:09.871
62.16,2023-01-22T12:59:10.094
66.51,2023-01-22T13:59:09.942
68.35,2023-01-22T14:59:09.993
68.12,2023-01-22T15:59:09.981
67.89,2023-01-22T16:59:09.910
69.72,2023-01-22T17:59:10.086
69.04,2023-01-22T18:59:09.977
